Number,Title,Link,Premium,Acceptance,Difficulty
3120,Count the Number of Special Characters I,https://leetcode.com/problems/count-the-number-of-special-characters-i,False,65.8%,Easy
3121,Count the Number of Special Characters II,https://leetcode.com/problems/count-the-number-of-special-characters-ii,False,42.4%,Med.
3122,Minimum Number of Operations to Satisfy Conditions,https://leetcode.com/problems/minimum-number-of-operations-to-satisfy-conditions,False,41.0%,Med.
3123,Find Edges in Shortest Paths,https://leetcode.com/problems/find-edges-in-shortest-paths,False,45.8%,Hard
3124,Find Longest Calls,https://leetcode.com/problems/find-longest-calls,False,63.6%,Med.
3125,Maximum Number That Makes Result of Bitwise AND Zero,https://leetcode.com/problems/maximum-number-that-makes-result-of-bitwise-and-zero,False,69.5%,Med.
3126,Server Utilization Time,https://leetcode.com/problems/server-utilization-time,False,62.4%,Med.
3127,Make a Square with the Same Color,https://leetcode.com/problems/make-a-square-with-the-same-color,False,52.2%,Easy
3128,Right Triangles,https://leetcode.com/problems/right-triangles,False,47.4%,Med.
3129,Find All Possible Stable Binary Arrays I,https://leetcode.com/problems/find-all-possible-stable-binary-arrays-i,False,26.4%,Med.
3130,Find All Possible Stable Binary Arrays II,https://leetcode.com/problems/find-all-possible-stable-binary-arrays-ii,False,26.3%,Hard
3131,Find the Integer Added to Array I,https://leetcode.com/problems/find-the-integer-added-to-array-i,False,82.3%,Easy
3132,Find the Integer Added to Array II,https://leetcode.com/problems/find-the-integer-added-to-array-ii,False,32.2%,Med.
3133,Minimum Array End,https://leetcode.com/problems/minimum-array-end,False,55.5%,Med.
3134,Find the Median of the Uniqueness Array,https://leetcode.com/problems/find-the-median-of-the-uniqueness-array,False,28.9%,Hard
3135,Equalize Strings by Adding or Removing Characters at Ends,https://leetcode.com/problems/equalize-strings-by-adding-or-removing-characters-at-ends,False,55.8%,Med.
3136,Valid Word,https://leetcode.com/problems/valid-word,False,50.9%,Easy
3137,Minimum Number of Operations to Make Word K-Periodic,https://leetcode.com/problems/minimum-number-of-operations-to-make-word-k-periodic,False,60.0%,Med.
3138,Minimum Length of Anagram Concatenation,https://leetcode.com/problems/minimum-length-of-anagram-concatenation,False,39.8%,Med.
3139,Minimum Cost to Equalize Array,https://leetcode.com/problems/minimum-cost-to-equalize-array,False,17.8%,Hard
3140,Consecutive Available Seats II,https://leetcode.com/problems/consecutive-available-seats-ii,False,56.3%,Med.
3141,Maximum Hamming Distances,https://leetcode.com/problems/maximum-hamming-distances,False,47.3%,Hard
3142,Check if Grid Satisfies Conditions,https://leetcode.com/problems/check-if-grid-satisfies-conditions,False,44.1%,Easy
3143,Maximum Points Inside the Square,https://leetcode.com/problems/maximum-points-inside-the-square,False,38.5%,Med.
3144,Minimum Substring Partition of Equal Character Frequency,https://leetcode.com/problems/minimum-substring-partition-of-equal-character-frequency,False,39.3%,Med.
3145,Find Products of Elements of Big Array,https://leetcode.com/problems/find-products-of-elements-of-big-array,False,22.2%,Hard
3146,Permutation Difference between Two Strings,https://leetcode.com/problems/permutation-difference-between-two-strings,False,87.4%,Easy
3147,Taking Maximum Energy From the Mystic Dungeon,https://leetcode.com/problems/taking-maximum-energy-from-the-mystic-dungeon,False,41.4%,Med.
3148,Maximum Difference Score in a Grid,https://leetcode.com/problems/maximum-difference-score-in-a-grid,False,47.0%,Med.
3149,Find the Minimum Cost Array Permutation,https://leetcode.com/problems/find-the-minimum-cost-array-permutation,False,24.1%,Hard
3150,Invalid Tweets II,https://leetcode.com/problems/invalid-tweets-ii,False,86.3%,Easy
3151,Special Array I,https://leetcode.com/problems/special-array-i,False,81.7%,Easy
3152,Special Array II,https://leetcode.com/problems/special-array-ii,False,45.7%,Med.
3153,Sum of Digit Differences of All Pairs,https://leetcode.com/problems/sum-of-digit-differences-of-all-pairs,False,42.7%,Med.
3154,Find Number of Ways to Reach the K-th Stair,https://leetcode.com/problems/find-number-of-ways-to-reach-the-k-th-stair,False,36.6%,Hard
3155,Maximum Number of Upgradable Servers,https://leetcode.com/problems/maximum-number-of-upgradable-servers,False,41.5%,Med.
3156,Employee Task Duration and Concurrent Tasks,https://leetcode.com/problems/employee-task-duration-and-concurrent-tasks,False,41.6%,Hard
3157,Find the Level of Tree with Minimum Sum,https://leetcode.com/problems/find-the-level-of-tree-with-minimum-sum,False,68.8%,Med.
3158,Find the XOR of Numbers Which Appear Twice,https://leetcode.com/problems/find-the-xor-of-numbers-which-appear-twice,False,78.0%,Easy
3159,Find Occurrences of an Element in an Array,https://leetcode.com/problems/find-occurrences-of-an-element-in-an-array,False,72.9%,Med.
3160,Find the Number of Distinct Colors Among the Balls,https://leetcode.com/problems/find-the-number-of-distinct-colors-among-the-balls,False,54.2%,Med.
3161,Block Placement Queries,https://leetcode.com/problems/block-placement-queries,False,17.4%,Hard
3162,Find the Number of Good Pairs I,https://leetcode.com/problems/find-the-number-of-good-pairs-i,False,85.9%,Easy
3163,String Compression III,https://leetcode.com/problems/string-compression-iii,False,66.9%,Med.
3164,Find the Number of Good Pairs II,https://leetcode.com/problems/find-the-number-of-good-pairs-ii,False,26.2%,Med.
3165,Maximum Sum of Subsequence With Non-adjacent Elements,https://leetcode.com/problems/maximum-sum-of-subsequence-with-non-adjacent-elements,False,14.9%,Hard
3166,Calculate Parking Fees and Duration,https://leetcode.com/problems/calculate-parking-fees-and-duration,False,52.7%,Med.
3167,Better Compression of String,https://leetcode.com/problems/better-compression-of-string,False,75.8%,Med.
3168,Minimum Number of Chairs in a Waiting Room,https://leetcode.com/problems/minimum-number-of-chairs-in-a-waiting-room,False,78.6%,Easy
3169,Count Days Without Meetings,https://leetcode.com/problems/count-days-without-meetings,False,47.9%,Med.
3170,Lexicographically Minimum String After Removing Stars,https://leetcode.com/problems/lexicographically-minimum-string-after-removing-stars,False,50.9%,Med.
3171,Find Subarray With Bitwise OR Closest to K,https://leetcode.com/problems/find-subarray-with-bitwise-or-closest-to-k,False,30.1%,Hard
3172,Second Day Verification,https://leetcode.com/problems/second-day-verification,False,67.8%,Easy
3173,Bitwise OR of Adjacent Elements,https://leetcode.com/problems/bitwise-or-of-adjacent-elements,False,95.0%,Easy
3174,Clear Digits,https://leetcode.com/problems/clear-digits,False,82.6%,Easy
3175,Find The First Player to win K Games in a Row,https://leetcode.com/problems/find-the-first-player-to-win-k-games-in-a-row,False,39.6%,Med.
3176,Find the Maximum Length of a Good Subsequence I,https://leetcode.com/problems/find-the-maximum-length-of-a-good-subsequence-i,False,31.8%,Med.
3177,Find the Maximum Length of a Good Subsequence II,https://leetcode.com/problems/find-the-maximum-length-of-a-good-subsequence-ii,False,24.1%,Hard
3178,Find the Child Who Has the Ball After K Seconds,https://leetcode.com/problems/find-the-child-who-has-the-ball-after-k-seconds,False,61.7%,Easy
3179,Find the N-th Value After K Seconds,https://leetcode.com/problems/find-the-n-th-value-after-k-seconds,False,53.6%,Med.
3180,Maximum Total Reward Using Operations I,https://leetcode.com/problems/maximum-total-reward-using-operations-i,False,30.2%,Med.
3181,Maximum Total Reward Using Operations II,https://leetcode.com/problems/maximum-total-reward-using-operations-ii,False,20.9%,Hard
3182,Find Top Scoring Students,https://leetcode.com/problems/find-top-scoring-students,False,49.2%,Med.
3183,The Number of Ways to Make the Sum,https://leetcode.com/problems/the-number-of-ways-to-make-the-sum,False,51.0%,Med.
3184,Count Pairs That Form a Complete Day I,https://leetcode.com/problems/count-pairs-that-form-a-complete-day-i,False,77.7%,Easy
3185,Count Pairs That Form a Complete Day II,https://leetcode.com/problems/count-pairs-that-form-a-complete-day-ii,False,43.1%,Med.
3186,Maximum Total Damage With Spell Casting,https://leetcode.com/problems/maximum-total-damage-with-spell-casting,False,28.1%,Med.
3187,Peaks in Array,https://leetcode.com/problems/peaks-in-array,False,26.1%,Hard
3188,Find Top Scoring Students II,https://leetcode.com/problems/find-top-scoring-students-ii,False,39.7%,Hard
3189,Minimum Moves to Get a Peaceful Board,https://leetcode.com/problems/minimum-moves-to-get-a-peaceful-board,False,75.9%,Med.
3190,Find Minimum Operations to Make All Elements Divisible by Three,https://leetcode.com/problems/find-minimum-operations-to-make-all-elements-divisible-by-three,False,88.9%,Easy
3191,Minimum Operations to Make Binary Array Elements Equal to One I,https://leetcode.com/problems/minimum-operations-to-make-binary-array-elements-equal-to-one-i,False,80.5%,Med.
3192,Minimum Operations to Make Binary Array Elements Equal to One II,https://leetcode.com/problems/minimum-operations-to-make-binary-array-elements-equal-to-one-ii,False,64.3%,Med.
3193,Count the Number of Inversions,https://leetcode.com/problems/count-the-number-of-inversions,False,28.3%,Hard
3194,Minimum Average of Smallest and Largest Elements,https://leetcode.com/problems/minimum-average-of-smallest-and-largest-elements,False,85.0%,Easy
3195,Find the Minimum Area to Cover All Ones I,https://leetcode.com/problems/find-the-minimum-area-to-cover-all-ones-i,False,77.7%,Med.
3196,Maximize Total Cost of Alternating Subarrays,https://leetcode.com/problems/maximize-total-cost-of-alternating-subarrays,False,28.9%,Med.
3197,Find the Minimum Area to Cover All Ones II,https://leetcode.com/problems/find-the-minimum-area-to-cover-all-ones-ii,False,54.6%,Hard
3198,Find Cities in Each State,https://leetcode.com/problems/find-cities-in-each-state,False,81.6%,Easy
3199,Count Triplets with Even XOR Set Bits I,https://leetcode.com/problems/count-triplets-with-even-xor-set-bits-i,False,82.9%,Easy
3200,Maximum Height of a Triangle,https://leetcode.com/problems/maximum-height-of-a-triangle,False,43.6%,Easy
3201,Find the Maximum Length of Valid Subsequence I,https://leetcode.com/problems/find-the-maximum-length-of-valid-subsequence-i,False,54.8%,Med.
3202,Find the Maximum Length of Valid Subsequence II,https://leetcode.com/problems/find-the-maximum-length-of-valid-subsequence-ii,False,57.3%,Med.
3203,Find Minimum Diameter After Merging Two Trees,https://leetcode.com/problems/find-minimum-diameter-after-merging-two-trees,False,57.2%,Hard
3204,Bitwise User Permissions Analysis,https://leetcode.com/problems/bitwise-user-permissions-analysis,False,94.0%,Med.
3205,Maximum Array Hopping Score I,https://leetcode.com/problems/maximum-array-hopping-score-i,False,77.7%,Med.
3206,Alternating Groups I,https://leetcode.com/problems/alternating-groups-i,False,68.0%,Easy
3207,Maximum Points After Enemy Battles,https://leetcode.com/problems/maximum-points-after-enemy-battles,False,32.6%,Med.
3208,Alternating Groups II,https://leetcode.com/problems/alternating-groups-ii,False,59.8%,Med.
3209,Number of Subarrays With AND Value of K,https://leetcode.com/problems/number-of-subarrays-with-and-value-of-k,False,34.2%,Hard
3210,Find the Encrypted String,https://leetcode.com/problems/find-the-encrypted-string,False,68.0%,Easy
3211,Generate Binary Strings Without Adjacent Zeros,https://leetcode.com/problems/generate-binary-strings-without-adjacent-zeros,False,87.5%,Med.
3212,Count Submatrices With Equal Frequency of X and Y,https://leetcode.com/problems/count-submatrices-with-equal-frequency-of-x-and-y,False,50.9%,Med.
3213,Construct String with Minimum Cost,https://leetcode.com/problems/construct-string-with-minimum-cost,False,19.1%,Hard
3214,Year on Year Growth Rate,https://leetcode.com/problems/year-on-year-growth-rate,False,51.2%,Hard
3215,Count Triplets with Even XOR Set Bits II,https://leetcode.com/problems/count-triplets-with-even-xor-set-bits-ii,False,59.7%,Med.
3216,Lexicographically Smallest String After a Swap,https://leetcode.com/problems/lexicographically-smallest-string-after-a-swap,False,53.9%,Easy
3217,Delete Nodes From Linked List Present in Array,https://leetcode.com/problems/delete-nodes-from-linked-list-present-in-array,False,67.5%,Med.
3218,Minimum Cost for Cutting Cake I,https://leetcode.com/problems/minimum-cost-for-cutting-cake-i,False,57.8%,Med.
3219,Minimum Cost for Cutting Cake II,https://leetcode.com/problems/minimum-cost-for-cutting-cake-ii,False,54.8%,Hard
3220,Odd and Even Transactions,https://leetcode.com/problems/odd-and-even-transactions,False,68.6%,Med.
3221,Maximum Array Hopping Score II,https://leetcode.com/problems/maximum-array-hopping-score-ii,False,58.0%,Med.
3222,Find the Winning Player in Coin Game,https://leetcode.com/problems/find-the-winning-player-in-coin-game,False,52.1%,Easy
3223,Minimum Length of String After Operations,https://leetcode.com/problems/minimum-length-of-string-after-operations,False,74.9%,Med.
3224,Minimum Array Changes to Make Differences Equal,https://leetcode.com/problems/minimum-array-changes-to-make-differences-equal,False,23.5%,Med.
3225,Maximum Score From Grid Operations,https://leetcode.com/problems/maximum-score-from-grid-operations,False,24.9%,Hard
3226,Number of Bit Changes to Make Two Integers Equal,https://leetcode.com/problems/number-of-bit-changes-to-make-two-integers-equal,False,62.9%,Easy
3227,Vowels Game in a String,https://leetcode.com/problems/vowels-game-in-a-string,False,62.6%,Med.
3228,Maximum Number of Operations to Move Ones to the End,https://leetcode.com/problems/maximum-number-of-operations-to-move-ones-to-the-end,False,53.1%,Med.
3229,Minimum Operations to Make Array Equal to Target,https://leetcode.com/problems/minimum-operations-to-make-array-equal-to-target,False,39.0%,Hard
3230,Customer Purchasing Behavior Analysis,https://leetcode.com/problems/customer-purchasing-behavior-analysis,False,37.0%,Med.
3231,Minimum Number of Increasing Subsequence to Be Removed,https://leetcode.com/problems/minimum-number-of-increasing-subsequence-to-be-removed,False,44.3%,Hard
3232,Find if Digit Game Can Be Won,https://leetcode.com/problems/find-if-digit-game-can-be-won,False,81.3%,Easy
